customer_tweet_id,customer_message,brand_reply,coverage_bucket,intent,escalate_gold,notes
557039,what happens when Amazon keeps losing or leaving packages at the wrong address?,"I'm very sorry for the recent experiences. Have you noticed a trend with a specific carrier when your orders are mis-delivered? Without disclosing your personal information, will you tell us more about what's happening? We're here for you! ^SK",short__order_cancellation_change,delivery_delay_or_missing,False,"General/hypothetical question about Amazon's mis-delivery pattern, not a specific active case -- borderline general_product_question vs delivery_delay_or_missing."
1042352,"bought Philips Trimmer received a used niva trimmer , what to do , I'm a prime member, First time it is a worst experience",I'm sorry about the situation. Kindly connect with us here: we'd like to help.^SG,medium__complaint_escalation,product_defect_or_wrong_item,True,
317605,They offered me replacement but i want refund.,Sorry for the hassle. Please share your details here: and I'll get back to you. ^HN,short__refund_or_return,refund_or_return,False,
2669624,Hi. Just received a heater. It’s a bit damaged.,"Oh my! I'm so sorry the heater arrived damaged, Stuart! You can find the available refund/replace options here: ^WJ",short__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
279976,"I have already sent the same twice ,kindly call on the number DM to you or refund 1510 from AMAZON PAY BALANCE ,pathetic service .",We're following up on your concern via DM. Please check. ^YP,long__refund_or_return,refund_or_return,True,
633572,Love the new detail in ‘s tracking info!,We're glad to hear it! Thank you for letting us know you like the new changes! ^MB,short__delivery_delay_or_missing,positive_feedback,False,coverage_bucket keyword guess (delivery_delay_or_missing) is wrong; message is praise for a tracking UI change.
347499,.....worst customer service provided. Switching to another online web platform right now.,I'm sorry for the trouble. We've received your details and we'll get in touch with you at the earliest and help. ^AU,medium__complaint_escalation,complaint_escalation,True,
2374510,I love how I can’t sign in to my account .. what the hell..I have reset my password several times and still don’t work,"I'm sorry for the difficulties, Cassy. Whenever you have the time, give us a shout here: You won't need to sign in to contact us. We'd be happy to assist in real-time. ^SK",medium__account_access_issue,account_access_issue,True,
836946,"I dont know if I should believe you when you say that the refund is initiated, disappointed 3rd time.",support team using this link: and they'll revert to you with an update soon.(2/2)^RS,medium__refund_or_return,refund_or_return,True,
804866,I have sent you email let me see how can you help me. This was Diwali gift for my daughter. Can't expect anything this worst from you.,"I get your concern, Amit. Our team will work on this and reach out to you soon. Do keep us posted. ^VN",long__complaint_escalation,complaint_escalation,True,
247455,I have written to them by my registered ID. Still waiting for response,We're right on it! We'll reach out to you soon. ^AG,short__delivery_delay_or_missing,other_unclassified,True,"No specific issue named beyond 'still waiting for response'; topic not inferable from the message alone. other_unclassified, human review recommended."
2703169,"Hey , who can I talk to to report the delivery guy who just *tossed* my packages over a fence onto my porch?",I'm sorry for the experience! What does the tracking say who the carrier is? You can find that information here: ^MH,medium__no_keyword_match,complaint_escalation,True,
1622150,"I'm locked out, can you have an account specialist call me. user id: __email__ - phone support not helping.",I'm sorry for the account issues! Have you received an e-mail regarding your account? What insight did we provide? ^MH,medium__account_access_issue,account_access_issue,True,
2387887,I have just done that and it's telling me I've been a member since December 2016! But only just had one payment taken. Please tell me how I'm to get a refund....,"Hey Leigh, as we do not have access to personal information here can you please contact us: ^BD",long__refund_or_return,refund_or_return,True,Billing confusion (charged once despite long membership) entangled with a refund ask; could also be read as billing_or_charge_dispute.
2310486,The driver isn’t answering her phone and is over an hour late. How do I go about canceling this order?,"Donnie, please call us using the link LH provided. A specialist will be happy to help. ^SE",medium__delivery_delay_or_missing,delivery_delay_or_missing,True,Multi-issue: late/unresponsive driver (labeled) with a secondary cancellation question noted but not labeled.
2903438,"I do not know how to contact you by phone. I reset the password, then went to log in told me that I need to check my email.",We'd like to look into this further. Please contact us via phone here: ^SB,medium__account_access_issue,account_access_issue,True,
273824,When you guys say 2-3 days is it normally 20-30 days? I still haven't gotten my refund.,"Kindly request you to respond to the email sent from social media team, we'll get back to you soon regarding the refund. (2/2)^AP",medium__refund_or_return,refund_or_return,True,
995484,These emails confirm that I have changed my password,Reach us here so we can look at this in real-time together via phone: Keep us posted! ^KN,short__account_access_issue,account_access_issue,True,Ambiguous: emails confirming a password change the customer may not have initiated -- read as a security concern rather than routine access issue.
2220052,"Been trying an hour to get this to update, I’ve re-added cards, re-entered billing address &amp; factory reset STILL stick in a loop!","I'm sorry your Kindle is having trouble with its reset! We'd like to help! Could you tell us which Amazon website you use? Is it .com, .co.uk, or another domain? ^TK",long__billing_or_charge_dispute,other_unclassified,False,Device/technical reset loop (Kindle) entangled with re-entering billing/card info; doesn't cleanly fit billing_or_charge_dispute since no charge is disputed. other_unclassified.
1105604,"Worst packing job I've ever seen. 20""x20"" photograph shipped in a plastic bag in a huge box with no protection. Crumpled to Hell.",Please reach out to us here to leave packaging feedback and look over available options: ^BE,long__complaint_escalation,product_defect_or_wrong_item,False,
1310975,"why are deliveries no longer made over weekends? Paid for Prime and now have to wait until following week for items, broken deal","Hi, sorry. Weekend delivery should be available. Have you tried deleting the address from your acc and adding it again? ^JJ",long__product_defect_or_wrong_item,delivery_delay_or_missing,False,
631735,Cute trick....no one has emailed me back - now I was overcharged for music unlimited 🙄,"I'm so sorry to hear this, Anna! Please use the link ^CL provided to reach out to us via phone or live chat so we can look into and discuss this in real-time. ^WJ",medium__billing_or_charge_dispute,billing_or_charge_dispute,True,
2983701,dovevate consegnare ieri un pacco con tracking BAG000379723 mi date info?,"da Twitter non posso verificare il tuo account, ma se l'ordine è in ritardo ti invito a metterti in contatto con i colleghi del Servizio Clienti: ^RP",short__delivery_delay_or_missing,delivery_delay_or_missing,False,
1104345,Dear 10% discount for SBI cards has not deduced.pls deduce it or if not possible cancel my order.,"credited to your account by January 17, 2018. You may find more info on this here: (2/3) ^ST",medium__order_cancellation_change,billing_or_charge_dispute,True,"Multi-issue: discount not applied (labeled, first-mentioned) with an explicit fallback threat to cancel noted as secondary."
179728,Hi team. How do one change the billing address of an already placed order?,Once the order is placed we'll not be able to make any changes to the order. 1/2 ^MM,short__billing_or_charge_dispute,billing_or_charge_dispute,True,"Reconciled against src/config.py ALWAYS_ESCALATE_INTENTS: my message-level read (no charge yet moved / vague / procedural) said auto-handle, but billing_or_charge_dispute is an always-escalate intent category (PII/fraud-adjacent risk even on benign-looking messages). Sided with the intent-level rule; flipped to escalate_gold=True."
1929436,yes looked in them all ! If I apply again I'll get charged twice !,"Please visit us at the following link, and click ""Manage Returns"" to find your label: ^WT",short__billing_or_charge_dispute,other_unclassified,True,"Fragment continuing an unseen thread ('looked in them all!'); underlying issue not inferable from message alone. other_unclassified, human review recommended."
1524015,"how do I cancel the order, I’m off to Sainsbury’s to get a copy","I'm sorry for the frustration. If you'd like to cancel your order, you can do so here: ^AC",short__order_cancellation_change,order_cancellation_change,False,
2740655,"please help, you’re billing me twice a month for prime from 2 separate accounts but customer support can’t resolve 😩",Oh gosh! Do you know which two (Amazon) accounts have the subscription active? You can cancel your Prime by signing in to the account you want to cancel the subscription on and then follow this link: ^MJ,medium__billing_or_charge_dispute,billing_or_charge_dispute,True,
2401457,"worst customer service ive ever seen in my life, stop doing fuckin bussiness in india if yu cant sort out customers issues.","That's quite a comment, can you please let us know about what went wrong? ^SI",medium__complaint_escalation,complaint_escalation,True,
80831,D’accord merci de votre réponse,Je vous en prie !,short__no_keyword_match,positive_feedback,False,
306162,Email still hasn't came. I can't login to check the order status of a gift card that I ordered 2 days ago. I would like to cancel order.,"If you have already provided your information to our account specialist, please allow 12-24 hours for them to reach you. ^WM",long__order_cancellation_change,account_access_issue,True,"Multi-issue: can't log in to check a gift-card order (labeled, first-mentioned) with a secondary explicit cancellation request noted; genuinely unclear which issue is primary."
2064389,How is a company the size of still able to source FAKE products &amp; sell them is beyond me!!! Bought a replacement #Samsung phone charger which does NOT work!!! Causing my phone to run out of battery &amp; my alarm not to go off leading me to be late to work!!!,Do you know if the phone charger was directly sold by Amazon or a seller? ^CN,long__delivery_delay_or_missing,product_defect_or_wrong_item,True,coverage_bucket keyword guess (delivery_delay_or_missing) is wrong; content is about a defective/possibly counterfeit charger.
1043559,The government funded books I ordered for school I have the forms for refund and no one seems able to help,"Katie, can you confirm from which market are the books from Amazon Mexico, Amazon Brazil or other? ^DA",medium__refund_or_return,refund_or_return,True,
2438192,I have requested a return but there is no return label to be printed? When I click it just shows return requested. Help!,Hey there! We'd like to help! Was the item dispatched by Amazon or a Third Party seller? Check here: ^NM,medium__refund_or_return,refund_or_return,True,
2245217,One items boxed is crushed and bent (supposed to be an xmas present' and the book is scuffed all along the side (once again-a present.) never had this issue with you before and I shop with you loads,"It's never our intention to inconvenience you. If need be, please see any and all return or replacement options here: ^CS",long__no_keyword_match,product_defect_or_wrong_item,False,
607272,ORDER # 404-3142682-1253930 ORDER # 404-2745534-6187529 ORDER # 404-6906872-3075539 ORDER # 404-7245302-2843518 NOT DELIVERED YET WORST SERVICE,"We ship the products to meet the estimates. Could you let us know If we have missed the estimated delivery date on these orders? Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^NK",long__complaint_escalation,complaint_escalation,True,
1100420,I'm also facing worst customer care service,Seems like you had an unpleasant experience. Could you please let us know what went wrong? We’ll fix it out. ^SB,short__complaint_escalation,complaint_escalation,True,
231866,I was contacted by siri.. who promised me a call back yesterday still waiting for the same,Please respond to the email correspondence and we'll be glad to help you. (2/2) ^SI,medium__delivery_delay_or_missing,other_unclassified,True,"Topic unclear from message alone (references a prior unmet callback promise, not clearly tied to an Amazon order). other_unclassified, human review recommended."
2492160,first send me a damaged product now ignoring my issue check out my invoice and product which i get..,"I apologize for the Inconvenience, Navjot. We'd like to help you out. Please fill this form: and we’ll contact you soon. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^NK",medium__product_defect_or_wrong_item,product_defect_or_wrong_item,True,
771381,This looks more promising thank you :),"If you have questions or concerns, Daniel, please just let us know! We're here to help. ^TG",short__positive_feedback,positive_feedback,False,
734643,This link requires a log in password we have neither please for a contact telephone number and identify an individual to address this please,I'm sorry about that. Try using this link instead: Let us know if you have any other questions! ^AJ,long__account_access_issue,account_access_issue,True,
1021013,My account has been hacked so I can’t log in and talk in live chat!,I certainly understand! Let's see if this link may help a bit more: ^HC,short__account_access_issue,account_access_issue,True,
379813,I am getting a defective product again and again.. and d supervisors on CC nt willing to face this.. hiding behind..,in your details here: we'll help you further. 2/2 ^EM,medium__product_defect_or_wrong_item,product_defect_or_wrong_item,True,
1512071,"Hi, I set up an Amazon Seller Account that was never activated. Despite this I have been charged twice. Please contact me.",Oh no! We'd like to have our Seller Support team look into this with you. Please call us here: ^MB,medium__billing_or_charge_dispute,billing_or_charge_dispute,True,
447270,I wait almost a week (with Amazon Prime) just to get this crap? Unacceptable.,Oh no! That's not what we strive for! Let's take a look at refund/replacement options here: ^TR,short__complaint_escalation,complaint_escalation,True,
780571,Seriously now u guys will just cancel the order from your end and tell customer to order again when price increased??,I'm unable to comprehend your concern. Could you please elaborate? ^AG,medium__order_cancellation_change,order_cancellation_change,True,
1703106,Trying to update my picture ... tried 3 sizes ... it won't take. Thanks,I'm sorry for the trouble. Does the image you're trying to use meet these requirements: ^CH,short__positive_feedback,general_product_question,False,coverage_bucket keyword guess (positive_feedback) is wrong; content is a technical profile-picture upload question.
1285413,I have a problem with a delivery that was supposedly made today. Need this resolved ASAP.,"Thanks for reaching out, Sylvester. Without giving senstive info, can you tell us a little more about what's going on? ^HS",medium__no_keyword_match,delivery_delay_or_missing,False,
77337,The order is sold by Amazon. Thank you,"Thanks for confirming, Steffan! Please allow for delivery by 21:00 on the new estimated delivery date. Otherwise, we'll be happy to research other options via phone or chat here: I hope this helps! ^SD",short__positive_feedback,delivery_delay_or_missing,False,
1588783,"Email said it was ""delivered to the correct location"", but I haven't received it so it clearly hasn't been.",We'd like to help! Here's some tips on finding packages marked as delivered: ^AG,medium__no_keyword_match,delivery_delay_or_missing,True,
2877868,"- Hey guys , been a Prime member and you guys have awesome collection of movie , just wanted to check out when the #Bankchor will be released on Amazon Prime . It's a part of YRF catalog.",We will continue to add new content. Keeping checking where we highlight the latest movies and TV shows we have available. ^SH,long__no_keyword_match,general_product_question,False,
486700,"Ordered it last Tuesday, admittedly on standard post but an email was saying an issue with payment which I tried to fix and just wanted to know if it was dispatched and didn’t want to be charged twice.",Is it possible that you are seeing an authorisation on your statement: ^JJ,long__billing_or_charge_dispute,billing_or_charge_dispute,True,
2549863,"To the person who decided to hack into my account, changed the username and the password and force me to cancel my card.. Fuck you.","I'm sorry for the trouble with your account. Have you contacted us about this? If not, we can help: ^RA",long__order_cancellation_change,account_access_issue,True,"Multi-issue: account hacked (labeled, first-mentioned, strong anger) with a forced card cancellation noted as a consequence."
345829,"Useless prime membership, I haven't received my phone and got msg product delivered. Let's hope you will repay my money back.","Sorry to know you haven't received your package. Certainly not intended, connect with us here: ^PS",medium__refund_or_return,refund_or_return,True,
651422,Thank you. I've asked for a replacement as of now assuming it's a wrong shipment. I'll wait for the replacement and then get back to you.,Thank you for writing back to us. Please keep us posted if you face any issues further. ^BV,long__positive_feedback,positive_feedback,False,
1567435,Yup tried all these!,Have you attempted uninstalling and reinstalling the app? Let us know if that resolves the streaming issue. ^TH,short__no_keyword_match,other_unclassified,True,"Fragment ('Yup tried all these!') continuing an unseen troubleshooting thread; underlying issue not inferable from message alone. other_unclassified, human review recommended."
384130,"actually lads you probably can help me, my tracking stuff hasn't updated in two days and I'm getting a bit worried",Sorry to hear. Please reach out - we'll be happy to look into your concern further. Keep us posted.^TP,medium__delivery_delay_or_missing,delivery_delay_or_missing,False,
931834,I think I was charged twice it only should have been once.,We'd like to check this out with you in real-time! Please use the link to contact in directly: ^GL,short__billing_or_charge_dispute,billing_or_charge_dispute,True,
1482903,Got a defective product and my account is block no way to contact you and i called so many times and even rqstd for cl back bt still no response,"to respond to the email sent on your registered email ID, as it is the best team to assist you. (3/3)^SF",long__product_defect_or_wrong_item,product_defect_or_wrong_item,True,"Multi-issue: defective product (labeled, first-mentioned) with account being blocked and repeat unanswered contact attempts noted as compounding."
596814,"I can’t log in using the same details I’ve had for years, what can I do?",I'm so sorry for the difficulty signing in! Have you received any e-mail saying anything about your account? What about trying to reset your password here: Let us know if this helps! ^MH,short__account_access_issue,account_access_issue,False,
2394441,I contacted your customer service team. Even they are unable to cancel the order.,"In that case, kindly fill in your details here: and we'll get in touch with you with an update. ^AU",short__order_cancellation_change,order_cancellation_change,True,
2898930,I order a pc on Friday only to find out you cancel the order. Not told me now the been told re-order and pay more for it. Been waiting hour for Manager to call me. But you took £79.99 for the amazon prime......,"I'm sorry for this inconvenience, Greg. We're unable to access your account via Twitter. Please reach out to us here for further assistance: ^RB",long__order_cancellation_change,order_cancellation_change,True,"Multi-issue: Amazon-cancelled order requiring a costlier reorder (labeled, first-mentioned), with an unexplained Prime charge and an unanswered manager callback noted as secondary."
1313421,I did but it didn't help. I either send it back and don't have it for my collection or I keep the broken one.,We would not be able to replace the order as the product is not our own. Is the item no longer available from the seller? ^CR,medium__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
1258566,"Dear I think your recommendations is broken? I listen to Foo, Fall out Boy and Blink182. Not sure why you are giving me this?",That is strange. Are you sure you aren't a Little Mix fan? ^KM,medium__product_defect_or_wrong_item,general_product_question,False,
537502,"I pre-ordered this in January, released in October, told I would get it in November, but am still waiting, with no estimated delivery date (but other UK sellers have it)","I'm sorry to hear you haven't received your order, Dave. Have you received any emails with updated availability information? What is the current status of the order? You can find that information here: ^RB",long__delivery_delay_or_missing,delivery_delay_or_missing,True,
223254,please solve the billing issue,Please let us know more about your query so we can assist you accordingly. ^SH,short__billing_or_charge_dispute,billing_or_charge_dispute,True,
36488,how do I cancel my amazon prime account? I don’t use it anymore as no longer need it.,"You can find information here on how to get this cancelled: If you have questions, let us know! ^KN",medium__order_cancellation_change,order_cancellation_change,False,
1879153,"Yes, thank you very much. I submited a formal complaint about hermes and your colleague was very helpfull","Hi, thanks for confirming the actions. Please get in touch if you've any further issues. ^TS",medium__positive_feedback,positive_feedback,False,"coverage_bucket keyword guess (positive_feedback) happens to be directionally right but content is actually praise for help already received on a carrier complaint, not a new positive event."
179218,not best pleased to find myself locked out of ALL my accounts after an apparently successful password change - why always me???,Have you received an email from the Account Specialist team?^CD,long__account_access_issue,account_access_issue,True,
2452874,THIS IS THE WORST COMPANY I HAVE EVER SEEN. GUYS THIS CO. WILL STEAL YOUR MONEY AND NEVER COMEBACK.,"Apologies, Could you please confirm if you've shared the details in the secured link here: ? ^SM",medium__complaint_escalation,complaint_escalation,True,
1519205,Thanks for your prime service its top notch in both Odering in app and access to video . When you guys plan to launch prime music,"Thank you for the feedback! :) For details on Prime Music, please connect with us here: ^PB",long__positive_feedback,positive_feedback,False,
2459209,Listen I've already told u that I'm done with this I want return that's it,"I get your concern, please respond to the email correspondence you've received from our team for further assistance. ^SU",short__refund_or_return,refund_or_return,True,
73518,do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.,"I am sorry to hear this, Alan. Is this the first time this ha happened? If not have you raised this with us directly?^SM",long__no_keyword_match,general_product_question,False,"General policy question about safe delivery locations, not tied to a currently missing package -- borderline vs. delivery_delay_or_missing."
2960539,how can I report an undelivered package with no tracking updates or news from the shipping company?,Greetings! Who is the carrier and what is the current status of your package listed here: ? ^TL,medium__delivery_delay_or_missing,delivery_delay_or_missing,True,
2807307,For some reason it just arrived smh never mind cancel my anger,"Wonderful news, glad to hear all is well! Thanks for keeping us in the loop on this. ^BV",short__order_cancellation_change,positive_feedback,False,"coverage_bucket keyword guess (order_cancellation_change) is wrong; package arrived, customer withdraws their earlier frustration jokingly."
914219,"Have done it, as you instructed but whats the use, have been doing the same from last two days, u r nt doing nething. Cancel my Amazon prime","Request you to kindly wait till the date of delivery. Further, I'll surely forward this as feedback internally. (2/2)^SQ",long__order_cancellation_change,order_cancellation_change,True,
176496,"Mon tweet initial n'était pas une question. Juste une constatation pour avertir la communauté du caractère trompeur (pour moi) de ""A à Z"". Je ne vais pas me mettre la rate au court-bouillon pour 6,10€. En ce qui me concerne, affaire classée. Et je suis toujours client Amazon.","Je vous remercie pour votre commentaire, il nous aide à améliorer notre service, merci de nous tenir informé de toute situation qui nous permettra de continuer à bien vous servir.",long__no_keyword_match,positive_feedback,False,Non-English (FR); customer explicitly signals the matter is closed and low-stakes -- borderline positive_feedback vs. no-action-needed.
2952325,thank you again for your great customer service. Had a charge for a subscription that was wrong and got a full refund from csr avanash.,I'm so glad to hear that you were refunded for this charge! Feel free to leave some good vibes in the email Avanash sent! Thanks! ^FR,long__refund_or_return,positive_feedback,False,Already-resolved refund being thanked for; borderline refund_or_return vs. positive_feedback since no outstanding need remains.
130386,"Order# 406-6151795-4450720 was never receive by me. and on the order tracking page , it is showing that it is delivered to me. Also signed by me.","I'm sorry you've not received the order. Please report it to our support team here: we'll look into it and help you out. Also, please don't provide your order details, as we consider it to be personal information. ^AP",long__delivery_delay_or_missing,delivery_delay_or_missing,True,
2436415,": Worst service by AMAZON, item not rceivd but showng delivrd &amp; signed by me",I'm sorry to know about this. Kindly connect with us here: we'd like to help. ^SG,short__complaint_escalation,complaint_escalation,True,
1574274,"Already done it. No callback no mail yey from your side. If not delivered tomorrow morning, will cancel order.",Kindly share your details here: and I'll look into this. ^SG,medium__order_cancellation_change,order_cancellation_change,True,
1384344,"Yaa.... Twice n CC even allocated me 2nd date on 27 , but as usual no one come for pickup n even no calls from ur logistics partner",Kindly share your details here: and we'll check. ^GK,long__no_keyword_match,refund_or_return,True,Repeated (2nd time) failed return pickup with no communication from the logistics partner; could also be read as a pure delivery issue rather than refund_or_return.
2394481,The order still shows up and every 24 hours I'll get an email saying the payment was declined and when I change the billing stuff to the exact same one I'm using it goes back to normal for about 5 minutes.,"When you place an order, Amazon contacts the issuing bank to confirm the payment method is valid. This can be done by holding the full amount the item costs. It would be best to get in touch with your bank to see if there is any issue on their end. ^ES",long__billing_or_charge_dispute,billing_or_charge_dispute,True,
1279633,Bonjour c'est possible de ne plus jamais avoir à faire avec amazon logistics et continuer à être livré par la poste ?,2/2 Rencontrez-vous des problèmes de livraisons avec Amazon Logistics? ^ARC,medium__no_keyword_match,delivery_delay_or_missing,False,
814891,Why do I have amazon prime if all my packages get delayed? 🙄,I'm sorry for the wait for your orders. Have they missed the delivery estimate given at Checkout? ^DO,short__no_keyword_match,delivery_delay_or_missing,False,
1731610,Still no luck - password reset emails not being received to registered email address.checked inbox &amp; spam. Email message sent - pls check,We don't have access to your account via Twitter; please give us a call or e-mail with the link that ^MC previously provided. ^TG,long__account_access_issue,account_access_issue,True,
2353891,"Low and behold, it hasn’t arrived. And now all I get is this not very “helpful information,” and it no longer tells me if it’s been dispatched/is out for order etc. So I shall make use of that link you provided before.",I'm really sorry for the frustration Shelley. Can you please tell us who the carrier is on the order? You can find that here: Thanks! ^AJ,long__delivery_delay_or_missing,delivery_delay_or_missing,False,
232364,"I am waiting for now 3 months to get my money back, but i always get to wait more and more. 1/2",Sorry for the delay Pranjal. Please share your details here: and I'll get back to you. ^HN,medium__refund_or_return,refund_or_return,True,
118799,"I’ve changed my password another 3x using the link you sent, which is the same way I’ve been changing it. I’ll just shop elsewhere this weekend.",The link provided doesn't require you to sign in and will help you get in touch with us so we can help you regain access to your account. Have you spoken with us yet? ^MT,long__account_access_issue,account_access_issue,True,
2875634,"Is there a way for me to specify that it be delivered before noon? I work afternoon shifts, I don’t want the same thing to happen tomorrow.","I understand your concern. We're unable to view your Amazon account or order details via Twitter. Have you had a change to contact us to go over your options, via the link provided by FJ? ^NN",long__no_keyword_match,general_product_question,False,Feature/policy question tied to a stated bad experience but framed forward-looking; borderline general_product_question vs. delivery_delay_or_missing.
236998,worst service by Amazon. Never order again.,I'm sorry you had to face this. Please fill this form: and we'll get back to you soon. (1/2) ^SI,short__complaint_escalation,complaint_escalation,True,
775400,Worst service provider,"That's quite a comment! Looks like you've had an unpleasant experience. Do let us know what went wrong, we'd like to help. ^EM",short__complaint_escalation,complaint_escalation,True,
416117,"Thank you! And yes it was due tonight by 9pm, however I haven't received the package or an update.",My team would like to take a look into this further. Please provide as many details as you can here: ^DO,medium__positive_feedback,delivery_delay_or_missing,True,coverage_bucket keyword guess (positive_feedback) is wrong; content is a late/missing package report.
95412,has the worst customer service,Oh no! I'm sorry to hear that. Is there something we can assist with? ^DY,short__complaint_escalation,complaint_escalation,True,
132415,trying to order a gift on 1 day delivery. Item has 1 day delivery as an option for my billing address. But when I select recipient’s address the 1 day option disappears &amp; earliest delivery is Tuesday?! Recipient is in the same postal area as my billing address...,"When you proceed to the checkout and choose the delivery address, the best option available will be displayed. Some deliveries may take slightly longer than usual during this very busy period. ^BD",long__billing_or_charge_dispute,general_product_question,False,Borderline general_product_question vs. billing_or_charge_dispute -- mentions a billing address but isn't disputing a charge.
2105738,"I ve replying to mails as well!! But wat i m getting is ""we r following up"". Please refund firsr and still u ll can follow up!! Two months gone and still in following up mode! Pls give a deadline!!","We're sorry for the experience you've had, Jayant. However, this being a social media platform, we'll not be able to access your account. So, I'd request you to kindly reply to the correspondence which you've received from our team for further assistance. ^SM",long__refund_or_return,refund_or_return,True,
2558492,"how do i make a complaint? I received a few items today, the box was battered and one of the items were partly damaged!","Hi Hayley, i'm sorry to hear that. You can arrange a return via our online returns centre: and you can submit your feedback here: Let me know if there's anything else we can do for you. ^TI",medium__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
1313056,The worst service I ever faced... Sorry no more shopping from #Amazon,Sorry to know that. Could you please let us know more about what went wrong? We'll definitely look into it. ^PS,short__complaint_escalation,complaint_escalation,True,
1285579,I have nothing to cancel? I’ve been charged some something I never signed up for!?,"If Amazon Prime isn't showing on your account to cancel, please contact us via phone/chat here: ^AJ",short__order_cancellation_change,billing_or_charge_dispute,True,
497373,"My Amazon account was hacked this morning. The hackers changed the password and then the email address associated with the account, so I can't log in or access the email support form. I can't call your support line until later. What can be done about this now?",I'm sorry about the account issues. We don't have access to account information via Twitter. You'll want to reach out by phone or e-mail when you have time at this link here: ^VS,long__account_access_issue,account_access_issue,True,
363666,Why would they issue a service denial letter from a service center if THEY HAVE A SERVICE CENTER in some place else? What is this a joke?,In that case you can get the product serviced. Do keep us posted for any further concerns. ^SG,long__no_keyword_match,other_unclassified,True,"Complaint about an inconsistent repair/service-center denial letter; doesn't map cleanly to any defined intent. other_unclassified, human review recommended."
507094,WHEN IS MY PACKAGE GETTING HERE IT’S 3 DAYS LATE 🗣🗣🗣,I'm sorry for the wait! What order status and delivery date(s) are you currently seeing for this order here: ^JR,short__delivery_delay_or_missing,delivery_delay_or_missing,False,
1041820,Just checked my bank and seen I was charged twice for skyrim both transactions are £37.53 What happend?,Oh no! We're here to help. Please call or chat in for available options here: Keep us updated on how that goes. ^SG,medium__billing_or_charge_dispute,billing_or_charge_dispute,True,
